Country,srcYear,Crop name,Season,Estimates of yield,YearCode,Year
India,2012-13,Cereals,Rabi,2931,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Tur (Arhar),Kharif,776,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Gram,Rabi,1036,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Urad,Kharif,606,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Urad,Rabi,682,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Moong,Kharif,400,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Moong,Rabi,538,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Lentil,Rabi,797,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Other Kharif Pulses,Kharif,377,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Other Rabi Pulses,Rabi,840,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Pulses,Kharif,594,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Pulses,Rabi,934,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Foodgrains,Kharif,1892,2012,"Financial Year (Apr - Mar), 2012"
India,2012-13,Foodgrains,Rabi,2431,2012,"Financial Year (Apr - Mar), 2012"
India,2013-14,Rice,Autumn,2158,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Rice,Winter,,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Rice,Kharif,2434,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Rice,Rabi/Summer,3232,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Wheat,Rabi,3145,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Jowar,Kharif,1050,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Jowar,Rabi,896,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Bajra,Kharif,1184,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Maize,Kharif,2346,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Maize,Rabi/Summer,4050,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Ragi,Kharif,1661,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Small Millets,Kharif,630,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Barley,Rabi,2718,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Nutri Cereals,Kharif,1619,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Nutri Cereals,Rabi,2034,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Cereals,Kharif,2089,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Cereals,Rabi,2995,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Tur (Arhar),Kharif,813,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Gram,Rabi,960,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Urad,Kharif,490,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Urad,Rabi,768,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Moong,Kharif,409,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Moong,Rabi,620,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Lentil,Rabi,759,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Other Kharif Pulses,Kharif,409,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Other Rabi Pulses,Rabi,816,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Pulses,Kharif,580,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Pulses,Rabi,891,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Foodgrains,Kharif,1864,2013,"Financial Year (Apr - Mar), 2013"
India,2013-14,Foodgrains,Rabi,2435,2013,"Financial Year (Apr - Mar), 2013"
India,2014-15,Rice,Autumn,1645,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Rice,Winter,2310,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Rice,Kharif,2335,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Rice,Rabi/Summer,3291,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Wheat,Rabi,2750,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Jowar,Kharif,1014,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Jowar,Rabi,808,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Bajra,Kharif,1255,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Maize,Kharif,2249,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Maize,Rabi/Summer,4414,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Ragi,Kharif,1706,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Small Millets,Kharif,654,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Barley,Rabi,2280,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Nutri Cereals,Kharif,1633,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Nutri Cereals,Rabi,1915,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Cereals,Kharif,2081,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Cereals,Rabi,2681,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Tur (Arhar),Kharif,729,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Gram,Rabi,889,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Urad,Kharif,516,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Urad,Rabi,891,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Moong,Kharif,428,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Moong,Rabi,640,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Lentil,Rabi,705,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Other Kharif Pulses,Kharif,474,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Other Rabi Pulses,Rabi,833,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Pulses,Kharif,573,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Pulses,Rabi,843,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Foodgrains,Kharif,1862,2014,"Financial Year (Apr - Mar), 2014"
India,2014-15,Foodgrains,Rabi,2232,2014,"Financial Year (Apr - Mar), 2014"
India,2015-16,Rice,Autumn,,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Rice,Winter,,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Rice,Kharif,,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Rice,Rabi/Summer,3382,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Wheat,Rabi,3034,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Jowar,Kharif,850,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Jowar,Rabi,615,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Bajra,Kharif,1132,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Maize,Kharif,2236,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Maize,Rabi/Summer,4006,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Ragi,Kharif,1601,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Small Millets,Kharif,602,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Barley,Rabi,2439,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Nutri Cereals,Kharif,1544,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Nutri Cereals,Rabi,1686,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Cereals,Kharif,2065,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Cereals,Rabi,2862,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Tur (Arhar),Kharif,646,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Gram,Rabi,840,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Urad,Kharif,459,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Urad,Rabi,773,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Moong,Kharif,363,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Moong,Rabi,554,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Lentil,Rabi,765,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Other Kharif Pulses,Kharif,385,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Other Rabi Pulses,Rabi,766,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Pulses,Kharif,489,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Pulses,Rabi,796,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Foodgrains,Kharif,1808,2015,"Financial Year (Apr - Mar), 2015"
India,2015-16,Foodgrains,Rabi,2341,2015,"Financial Year (Apr - Mar), 2015"
India,2016-17,Rice,Autumn,,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Rice,Winter,,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Rice,Kharif,2417,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Rice,Rabi/Summer,3230,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Wheat,Rabi,3200,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Jowar,Kharif,954,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Jowar,Rabi,730,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Bajra,Kharif,1305,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Maize,Kharif,2413,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Maize,Rabi/Summer,3897,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Ragi,Kharif,1363,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Small Millets,Kharif,714,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Barley,Rabi,2663,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Nutri Cereals,Kharif,1708,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Nutri Cereals,Rabi,1885,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Cereals,Kharif,2188,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Cereals,Rabi,3010,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Tur (Arhar),Kharif,913,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Gram,Rabi,974,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Urad,Kharif,626,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Urad,Rabi,656,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Moong,Kharif,488,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Moong,Rabi,546,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Lentil,Rabi,838,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Other Kharif Pulses,Kharif,409,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Other Rabi Pulses,Rabi,867,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Pulses,Kharif,667,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Pulses,Rabi,898,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Foodgrains,Kharif,1890,2016,"Financial Year (Apr - Mar), 2016"
India,2016-17,Foodgrains,Rabi,2441,2016,"Financial Year (Apr - Mar), 2016"
India,2017-18,Rice,Autumn,,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Rice,Winter,,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Rice,Kharif,2469,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Rice,Rabi/Summer,3531,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Wheat,Rabi,3368,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Jowar,Kharif,1104,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Jowar,Rabi,853,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Bajra,Kharif,1231,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Maize,Kharif,2706,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Maize,Rabi/Summer,4436,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Ragi,Kharif,1662,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Small Millets,Kharif,804,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Barley,Rabi,2695,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Nutri Cereals,Kharif,1818,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Nutri Cereals,Rabi,2323,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Cereals,Kharif,2259,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Cereals,Rabi,3239,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Tur (Arhar),Kharif,967,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Gram,Rabi,1078,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Urad,Kharif,632,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Urad,Rabi,798,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Moong,Kharif,440,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Moong,Rabi,600,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Lentil,Rabi,1047,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Other Kharif Pulses,Kharif,441,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Other Rabi Pulses,Rabi,957,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Pulses,Kharif,668,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Pulses,Rabi,1015,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Foodgrains,Kharif,1951,2017,"Financial Year (Apr - Mar), 2017"
India,2017-18,Foodgrains,Rabi,2603,2017,"Financial Year (Apr - Mar), 2017"
India,2018-19,Rice,Autumn,,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Rice,Winter,,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Rice,Kharif,2553,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Rice,Rabi/Summer,3444,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Wheat,Rabi,3533,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Jowar,Kharif,989,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Jowar,Rabi,744,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Bajra,Kharif,1219,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Maize,Kharif,2648,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Maize,Rabi/Summer,4893,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Ragi,Kharif,1390,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Small Millets,Kharif,734,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Barley,Rabi,2837,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Nutri Cereals,Kharif,1790,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Nutri Cereals,Rabi,2532,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Cereals,Kharif,2320,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Cereals,Rabi,3403,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Tur (Arhar),Kharif,729,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Gram,Rabi,1041,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Urad,Kharif,500,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Urad,Rabi,796,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Moong,Kharif,466,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Moong,Rabi,726,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Lentil,Rabi,901,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Other Kharif Pulses,Kharif,365,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Other Rabi Pulses,Rabi,897,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Pulses,Kharif,546,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Pulses,Rabi,976,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Foodgrains,Kharif,1957,2018,"Financial Year (Apr - Mar), 2018"
India,2018-19,Foodgrains,Rabi,2740,2018,"Financial Year (Apr - Mar), 2018"
India,2019-20,Rice,Autumn,,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Rice,Winter,,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Rice,Kharif,2622,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Rice,Rabi/Summer,3569,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Wheat,Rabi,3440,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Jowar,Kharif,967,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Jowar,Rabi,1002,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Bajra,Kharif,1374,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Maize,Kharif,2572,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Maize,Rabi/Summer,4631,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Ragi,Kharif,1747,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Small Millets,Kharif,809,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Barley,Rabi,2920,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Nutri Cereals,Kharif,1836,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Nutri Cereals,Rabi,2491,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Cereals,Kharif,2370,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Cereals,Rabi,3325,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Tur (Arhar),Kharif,859,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Gram,Rabi,1142,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Urad,Kharif,359,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Urad,Rabi,904,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Moong,Kharif,519,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Moong,Rabi,642,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Lentil,Rabi,847,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Other Kharif Pulses,Kharif,491,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Other Rabi Pulses,Rabi,954,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Pulses,Kharif,585,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Pulses,Rabi,1045,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Foodgrains,Kharif,2029,2019,"Financial Year (Apr - Mar), 2019"
India,2019-20,Foodgrains,Rabi,2738,2019,"Financial Year (Apr - Mar), 2019"
India,2020-21,Rice,Autumn,,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Rice,Winter,,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Rice,Kharif,2610,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Rice,Rabi/Summer,3530,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Wheat,Rabi,3464,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Jowar,Kharif,1204,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Jowar,Rabi,1084,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Bajra,Kharif,1436,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Maize,Kharif,2745,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Maize,Rabi/Summer,4908,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Ragi,Kharif,1711,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Small Millets,Kharif,844,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Barley,Rabi,2805,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Nutri Cereals,Kharif,1974,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Nutri Cereals,Rabi,2741,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Cereals,Kharif,2409,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Cereals,Rabi,3380,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Tur (Arhar),Kharif,892,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Gram,Rabi,1217,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Urad,Kharif,490,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Urad,Rabi,790,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Moong,Kharif,522,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Moong,Rabi,831,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Lentil,Rabi,1001,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Other Kharif Pulses,Kharif,484,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Other Rabi Pulses,Rabi,1025,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Pulses,Kharif,640,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Pulses,Rabi,1116,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Foodgrains,Kharif,2076,2020,"Financial Year (Apr - Mar), 2020"
India,2020-21,Foodgrains,Rabi,2777,2020,"Financial Year (Apr - Mar), 2020"
